user_id,course_id,rating
40,CSE222A,10.0
40,CSE342,10.0
40,MTH377,6.5
40,CSE502A,6.5
40,CSE502,4.5
40,CSE524,6.5
40,CSE521,7.0
40,COM301A,8.5
40,ESC205,7.0
40,ECE412,8.5
40,MTH342,8.5
40,CSE478,7.0
40,ECE331,7.0
40,CSE465,4.5
40,CSE557,9.0
40,MTH373,9.0
40,ECE351,4.5
40,ECE431,9.0
