uuid,course_code,course_acronym,course_name,dept_acronym,description,credits,prerequisites,antirequisites,semester,semester_type,professor_allocated,schedule,related_course_codes,created_at,updated_at,suitable tags
1d8d0acf-bcbb-4e86-8658-38b1ace29dee,ECE564,RL,Reinforcement Learning,ECE,"The course will introduce reinforcement learning. We will consider exact versions of value and policy iteration, followed by approximations based on gradient methods, temporal difference based methods, and last but not least, simulation based methods like Q-learning.",4,MTH201,,7,monsoon,Sanjit Kaul,"[{""day"": ""Monday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Wednesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",CSE564,52:16.5,52:16.5,"reinforcement-learning, markov-decision-processes, q-learning, policy-optimization, value-functions, agent-environment, deep-rl, exploration-exploitation, reward-modeling"
1deed902-7b18-4128-9aaf-a7e030d1b80e,DES302,IAG,Introduction to Animation and Graphics,DES,This course provides students familiarity with the concept of graphic design and an understanding of visual relationships that can help to communicate a direct and coherent message through imagineering. This will also help them in understanding the basic concept of different animation types/ styles and their workflow.,4,,,,monsoon,TBA,[],,52:19.3,52:19.3,"animation, computer-graphics, 2d-animation, 3d-modeling, motion-design, rendering, character-animation, visual-effects, storytelling, creative-media"
1e13eb10-d662-4c4e-9595-f2eaf04ae1ce,SOC315,INST,Intersectionality Studies,SSH,"Isn't talking solely about gender/class/caste enough? Why intersectionality and not double discrimination? Are identities becoming too niche with more specific positionalities being outlined (Cissexual, Heterosexual Savarna, Middle-Class Man)? How far can we go and where does this take us? This course will equip students with an understanding of the historical and theoretical foundations; contemporary debates; and relevant themes of intersectionality. It seeks to familiarise students with the core theoretical and methodological concerns of doing intersectional research. With this main objective in mind, the course is broadly divided in two parts: the first part engages with the historical background, concepts, theory, and approach envisioned by intersectionality. The second part, introduces ways of conceptualising and understanding intersectionality and related issues, in various spheres. By the end of the course, the students will be able to develop a sound understanding of intersectionality and its application.",4,,,5,monsoon,Smriti Singh,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",SOC511,52:21.9,52:21.9,"intersectionality, social-inequality, gender-studies, race-and-class, feminist-theory, identity-politics, critical-theory, structural-oppression, social-justice, marginalized-communities"
1e2bcbf9-4861-438e-b4e4-23ae0fbb3400,ECO331,FF,Foundations of Finance,SSH,"Finance is, in a real sense, the corner stone of the enterprise system – good financial management is vitally important to the economic health of all firms and hence to the nation and the world. Because of its importance, finance should be widely and thoroughly understood. The field is complex and it undergoes constant change due to shift in economic conditions. All of this makes finance stimulating and exciting, but challenging and sometimes perplexing. This course aims at creating a better understanding of the financial system.",4,,,5,monsoon,Pankaj Vajpayee,"[{""day"": ""Tuesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:19.3,52:19.3,"finance-fundamentals, time-value-of-money, investment-analysis, portfolio-management, risk-return, bond-valuation, equity-analysis, financial-markets, capital-budgeting, basic-financial-math"
1ea42e4c-0436-4edc-976e-c7f6b02c67e7,ECE432,RS,Radar Systems,ECE,"The course aims to introduce the principles of radar systems to senior undergraduate and graduate students. The course will combine system perspectives, radar phenomenology concepts such as radar cross-section and clutter.",4,ECE250,,6,winter,Shobha Sunder Ram,"[{""day"": ""Tuesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Thursday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",ECE632,52:16.5,52:16.5,"radar-systems, signal-processing, doppler-effect, pulse-compression, target-detection, antenna-design, rf-engineering, radar-equations, tracking-systems, remote-sensing"
1f0097a8-9fbb-45ae-be4b-dbb889dce50a,ECO201,MA,Macroeconomics,SSH,"This course will introduce basic models of macroeconomics along with real-world examples from various industrialized and developing economies. It will provide a unified framework to analyze aggregate behavior of agents in an economy using aggregate demand and supply analysis. We will study the impact of monetary policy and fiscal policy options on economic growth, labor market wages, income distribution, exchange rates, etc. in the short-run, medium-run, and long-run.",4,,,,monsoon,TBA,[],,52:19.3,52:19.3,"macroeconomics, gdp, inflation, unemployment, monetary-policy, fiscal-policy, economic-growth, business-cycles, interest-rates, macro-models"
1f10c447-6c00-41a1-9fe6-83663ba50fdc,CSE606A,DLM,Data Lifecycle Management,CSE,"Typically, in an AI lifecycle, 80% of time is spent in data management and only 20% of time is spend in model learning. The data handling includes data collection, exploration cleaning, labeling, organization and handling updates. In this course, we will go over concepts, algorithms, toolkits and recent research papers to understand data lifecycle. The students will also learn from industry experts on their experience in applying these concepts for building in-production systems. Finally, we will go over how the problem becomes more complex as the data gets hosted on hybrid data platforms.",4,"CSE343, CSE543, ECE563",,,monsoon,TBA,[],,52:14.0,52:14.0,"data-lifecycle, data-curation, data-storage, data-archiving, data-governance, data-integrity, data-cleaning, data-retention, lifecycle-automation, enterprise-data-management"
20034d87-b9ca-45af-b38d-3f701a03ff65,SSH325,EI,Ethics in AI,SSH,"Artificial Intelligence is slowly becoming a significant part of our lives. It is in the process of continuous evolution and change and holds the possibility of changing lives and affecting us in myriad ways. Its continuous evolution and embeddness in life poses significant ethical question. The question of ethics arises not only at the level of the interaction of the AI systems with society and human beings but at the level of design of such systems. This course studies the ethics of AI. The course is divided into two parts. In the first part we will study the questions of fairness, transparency, justice linked to AI and the ethics of its deployment in various settings of healthcare, warfare, autonomous vehicles, education etc. The second part will specifically look at the question of ethical design of AI systems. In this regard it will seek to integrate ethics into the design of AI systems through practical demonstrations and applications.",4,,,4,winter,Manohar Kumar,"[{""day"": ""Tuesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Thursday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",SSH525,52:19.3,52:19.3,"ai-ethics, algorithmic-fairness, responsible-ai, bias-mitigation, transparency, explainable-ai, privacy-concerns, moral-decision-making, social-impact-of-ai, ai-governance"
204a8def-91d1-4cac-ad41-36123c6826ca,BIO221,PB,Practical Bioinformatics,BIO,"This objective of this course is to provide introduction to modern biology, data-oriented questions, and training in application of computational techniques for data analysis. Apart from providing conceptual understanding of important topics in bioinformatics, the focus is on hands-on training in implementation of techniques. Through combination of lectures, exercises, assignments and presentations, the student is expected to achieve practical understanding of bioinformatics techniques.",4,,,4,winter,Tavpritesh Sethi,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:19.3,52:19.3,"bioinformatics, sequence-alignment, genome-analysis, rna-seq, data-visualization-biology, python-for-biology, bio-data-analysis, biological-databases, omics, computational-biology"
20e6b283-67bb-4967-92ee-dafa230c10d0,CSE642,AML,Advanced Machine Learning,CSE,This is an advanced course in Machine Learning. It is intended for senior undergraduate and graduate students who already have background in PR or ML. The course is designed as a set of special topics that will be covered through (i) introductory lectues (ii) lectures covering selected recent research papers (iii) tutorials where the studens will code in-class using notebooks and libraries provided by the instructor and (iv) take-home programming assigments working in small groups using real-life data provided by the instructor. The course will focus on algorithms and deep-learning models along with providing a perspective of real-world applications and hands-on experience using data from selected use-cases.,4,"MTH201, CSE343, CSE543",,,winter,TBA,[],,52:14.0,52:14.0,"advanced-ml, deep-learning, ensemble-methods, unsupervised-learning, representation-learning, model-interpretability, neural-networks, probabilistic-models, optimization-in-ml"
21747ce8-620a-4d2b-88b4-f60cb3af1245,ECE667A,IAMI,Introduction to AI in Medical Imaging,CSE,"The course introduces the topics of : (a) Understanding medical imaging data
(b) Overview of radiological image formation in computed tomography (CT)
(c) Overview of radiological image formation in magnetic resonance imaging (MRI)
(d) Imaging artifacts and how to tackle them
(e) Al in medical imaging: Introduction, Upstream (Raw data based denoising and reconstruction) and Downstream Al applications (segmentation, registration and visualization)
(f) Radiologist perspective of medical data and clinical decision making",4,"MTH201, MTH100, MTH203",,,monsoon,TBA,[],,52:14.0,52:14.0,"ai-in-healthcare, medical-imaging, image-classification, diagnostic-ai, ct-mri-analysis, radiology-ai, deep-learning-imaging, segmentation, biomedical-engineering, image-annotation"
229c7595-cad8-4988-9071-7012fcd1c11d,CSE645,PSOSM,Privacy and Security in Online Social Media,CSE,"With increase in the usage of the Internet, there has been an exponential increase in the use of online social media and networks on the Internet. Websites like Facebook, YouTube, LinkedIn, Twitter, Flickr, Instagram, Google+, FourSquare, Pinterest, Tinder, and the likes have changed the way the Internet is being used. However, widely used, there is a lack of understanding of privacy and security issues on online social media. Privacy and security of online social media need to be investigated, studied and characterized from various perspectives (computational, cultural, psychological, etc.). Student completing the course will be able to appreciate various privacy and security concerns (spam, phishing, fraud nodes, identity theft) on Online Social Media and Student will be able to clearly articulate one or two concerns comprehensively on one Online Social Media, this will be achieved by homework. Students will do a project in group which will allow them to dig deeper into one of the topics to implement a solution for a problem.",4,,,,winter,TBA,[],,52:14.0,52:14.0,"online-privacy, social-media-security, digital-footprint, anonymity, network-analysis, misinformation-detection, social-network-threats, data-leakage, access-control, cyber-ethics"
2336df30-3567-4f48-b540-c6d51bb55005,DES504,NVC,Narratives in Visual Communication,DES,"Sharing stories has been the most important way of communication since the early ages of mankind. Cave paintings, books, cinema, more recently an array of digital mediums; all of which are examples of narratives help to communicate, emotional connect, empthise, or even understand ideas, concerns and concepts. According to anthropologist, Mary C. Bateson, ""the human species thinks in metaphors and learns through stories."" Metaphors help human's to understand abstract concepts. Humans make sense of design through the narrative function of the brain and design uses this connection to create more effectively. Storytelling is a memorable way to communicate ideas with emotional resonance. A story refers to the description provided by a narrative and exhibits a narrative structure and dramatic tension. Narratives are used in design as a technique to get insight into users, build empathy and access them emotionally. With stories, designers speak to increase the appeal of what they offer and provide a solid understanding of the users. For eg., UX designers typically tell on-screen stories, weaving narratives to make users invest their emotions in our messages. Designers aim to engage users through their feelings, as opposed to describing design of the product or system from a functionalist/task-oriented viewpoint. An effective user experience depends on the success of users’ achieving their goals ‘usability-wise’. However, storytelling is the framework used by designers to reach users. The world can be experienced through metaphors, not bullet-point specifications, storytelling is the best way to relate to audiences. Effective storytelling means going beyond getting users emotionally invested, to keeping them engaged after their experiences, too, so they attach more meaning to designed products/services. Sketching/Drawing is used as medium both to form a conceptual understanding and execution of narrative as a tool of communication. Sketching/Drawing in Visual Commuication is a fundamental tool for Narratives, which is not limited to using the analogus pencil on paper or the digital tablet and pen. It is an activity that involves observation, visualisation and storytelling.",4,,,,winter,TBA,[],,52:19.3,52:19.3,"visual-narratives, storytelling, graphic-design, sequential-art, design-semiotics, media-literacy, narrative-structures, user-engagement, illustration, design-research"
24604512-7dd6-41d4-bb74-c5651b209345,CSE121,DM,Discrete Mathematics,CSE,"Discrete Mathematics is the study of mathematical structures (objects) which are discrete, distinct in nature. This course provides the mathematical basis for the understanding of computers and modern computation. It is the backbone of computer science and has a lot of applications in cryptography and engineering.",4,,MTH210,3,monsoon,Bapi Chatterjee,"[{""day"": ""Monday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Wednesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:14.0,52:14.0,"discrete-mathematics, logic, sets-and-relations, graph-theory, combinatorics, propositional-logic, boolean-algebra, recurrence-relations, induction, finite-structures"
2468676d-f675-48e8-af88-9e31f012d378,CSE577,AIOT,Advanced Internet of Things,CSE,"This course will be dealing with advanced topics in Internet of Things. This course is a sequel of the Internet of Things course which introduced students to basics of foundational IoT technologies. This course delves deeper into some of the technologies pertinent to IoT. Students are expected to learn by implementing protocols etc. in their programmming assignments. They will be exposed to some of the latest research findings in IoT and expected to perform thought exercises by writing research project proposals extending the frontiers of current IoT research. Finally, students will implement working prototypes of IoT systems inspired by algorithms proposed in research papers.",4,,,,winter,TBA,[],,52:14.0,52:14.0,"iot, embedded-systems, sensor-networks, edge-computing, iot-security, iot-architecture, real-time-systems, iot-protocols, wireless-connectivity, smart-devices"
24e9c298-8d96-4c99-a5b7-134326f9d1c0,MTH571,ITA,Integral Transforms and their Applications,MTH,"The course is designed as an introduction to the theory and applications of integral transforms to problems in linear differential
equations, and to boundary and initial value problems in partial differential equations. The course assumes very limited knowledge of vector calculus, ordinary differential equations, complex variables contour integration, partial differential equations and continuum mechanics. Many new applications in applied mathematics, physics, chemistry, biology and Engineering are included. This course will serve as a reference for advanced study and research in this subject as well as for its applications in the fields of neuroscience, signal processing, informatics and communications. The course is open to all MTech, PhD students and some advanced undergraduates, honors students through instructor consent.",4,MTH204,,,winter,TBA,[],,52:16.5,52:16.5,"integral-transforms, laplace-transform, fourier-transform, z-transform, applications-in-engineering, signal-analysis, solving-pdes, convolution-theorems, complex-analysis"
253b445f-53aa-4963-8ab3-fc149f6480bd,SSH321,AE,Applied Ethics,SSH,"This course will introduce students to some of the fundamental debates in Applied Ethics. Applied Ethics offers a way to comprehend and analyse the fundamental moral and ethical problems of our times and generate arguments to justify ethical claims. The course will begin by introducing students to the major ethical theories like consequentialism, deontology, and virtue ethics. It will then demonstrate how these theories can be used to both understand and address some of the major ethical issues . Broad topics to be covered in this course include debates in environmental ethics, ethics of information technology, business ethics, bio ethics, animal rights, euthanasia, same-sex marriage, affirmative action, distributive justice and global poverty, abortion, torture, punishment, terrorism, privacy, surveillance, security, whistleblowing, civil disobedience etc. Specific Topics for instruction and discussion will be conveyed by the Instructor at the beginning of the semester.",4,,,6,winter,TBA,[],,52:21.9,52:21.9,"applied-ethics, bioethics, environmental-ethics, tech-ethics, professional-ethics, moral-reasoning, decision-theory, ethical-dilemmas, normative-theory, real-world-ethics"
25ed0a82-fdba-4be3-bde0-cc68d593c25f,MTH211,NT,Number Theory,MTH,"This course is an elementary introduction to number theory with no algebraic prerequisites. Topics covered include primes, congruences, quadratic reciprocity, diophantine equations, Arithmetic functions, Lagrange's four-squares theorem and partitions.",4,,,3,monsoon,Debika Banerjee,"[{""day"": ""Monday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Thursday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:16.5,52:16.5,"number-theory, divisibility, modular-arithmetic, prime-numbers, congruences, diophantine-equations, arithmetic-functions, theorems-of-arithmetic, continued-fractions"
262e5818-3a4c-4f95-829e-8dfb107b0670,BIO213,IQB,Introduction to Quantitative Biology,BIO,"This course will discuss some fundamental aspects of ecological, evolutionary, genetics, and epidemic models as studied by quantitative approaches. Simple mathematical and computational tools will be taken up to carry out quantitative analysis of biological systems. In addition, students will be introduced to MATLAB. Assignments and project work will include quantitative study and data analysis for biological processes (using MATLAB).",4,MTH100,,,winter,TBA,[],,52:19.3,52:19.3,"quantitative-biology, mathematical-biology, systems-biology, computational-modeling, biology-math-integration, bio-simulations, biological-data-analysis"
26a4cbee-70ed-45d7-899e-2d0963e09efc,CSE347,UsS,Usable Security and Privacy,CSE,"This course will examine how to design for security and privacy from a user-centered perspective by combining insights from computer systems, human-computer interaction (HCI), and public policy. Topics will include usable authentication, user-centered web security, anonymity software, privacy notices, security warnings, and data-driven privacy tools in domains ranging from social media to the Internet of Things.",4,,,,winter,TBA,[],CSE547/DES525/DES306,52:14.0,52:14.0,"usable-security, cybersecurity, user-centered-security, authentication, privacy-by-design, secure-ui, human-factors, privacy-awareness"
26af69e7-699c-41f2-9d5a-796dda1d7921,CSE638,GRS,Graduate Systems (GS),CSE,"This course is an advanced form of computer systems. The objective is to refresh the foundations of computer architecture, operating systems, and computer networks, and then learn the advanced concepts to build real-life high-performance, scalable, reliable, and fault-tolerant distributed systems.",4,,"CSE231,CSE232",6,winter,Rinku Shah,"[{""day"": ""Wednesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""},{""day"": ""Friday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:14.0,52:14.0,"operating-systems, distributed-systems, system-design, resource-management, performance-optimization, concurrency, systems-architecture"
26ba25ae-7351-4d59-b453-22cc8aea7dee,CSE663,EAI,Edge AI,CSE,"With the success of Deep Learning and advent of IoT & Industry 4.0, lot more scenarios have been enabled for intelligent handling on data and inference for better monitoring, prespective and predictive Analytics, early fault prediction & maintenance of devices in the field and real- time inferencing right on the edge devices. The objective of this course is to introduce students through some of the latest techniques in On-Device / Edge AI. The focus of the course will be hands on and the students should be able to design intelligence on the Edge for solving the problems in the area of their interests.",4,"CSE343, CSE543, ECE563, CSE342, CSE542",,,winter,TBA,[],,52:14.0,52:14.0,"edge-ai, ai-on-edge, low-power-ai, iot-ai, edge-computing, embedded-intelligence, latency-optimization, real-time-ml"
275ed68e-6773-4cbd-ae08-c7b84df05c44,CSE503,PA,Program Analysis,CSE,,4,"CSE102,CSE201",,,monsoon,TBA,[],,52:14.0,52:14.0,"program-analysis, static-analysis, dynamic-analysis, control-flow, symbolic-execution, software-verification, compiler-theory, bug-detection"
27b12f36-b2f0-4ada-b633-4ea743315c8d,ENT201,FOE,Foundations of Entrepreneurship,SSH,"This course familiarises students with fundamentals of entrepreneurship, and is relevant for students who are aspiring to be entrepreneurs or want to get exposed to concepts of entrepreneurship which will be beneficial to them in any job that they plan to take up after their graduation. The key elements of entrepreneurship will be introduced, such as entrepreneurship spirit that entails attributes such as flexibility, core values of ethics and integrity, passion to solve a real business problems, empathy, achievement orientation, customer focus, importance of collaborative approach, etc. Importance of teaming will be taught, that will cover topics related to building a team that has complementary skills, aligning goals of various team-members, hiring of the initial employees, leadership skills, etc. The course will also introduce key areas that are extremely important to build a startup; such as creativity and innovation, marketing, product design and prototype, competitive analysis, business model, business plan, go-to-market strategy and revenue models, managing cash-flows, valuation methodology, raising funds and preparing investor pitch, intellectual property and legal aspects, building sustainable business, etc. As some of these topics will be covered in greater depth in a few other core/elective courses, the objective will be to ensure that there are minimal overlaps with the content of other courses while ensuring that relevant connects are made to specific areas that are important for entrepreneurship. The course will encourage team-based method of learning. In the beginning of the course, teams of 2-3 students will be formed which will develop ideas for a venture. They will then create a real world business plan based on this idea. Teams will present relevant portions of their business plan to the class for analysis and discussion.",4,,,3,monsoon,Anupam Saronwala,"[{""day"": ""Wednesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",ENT405,52:19.3,52:19.3,"entrepreneurship, business-models, lean-startup, venture-creation, ideation, product-market-fit, innovation, pitch-development"
28045f9b-a665-4f67-b290-bb3bd02083bf,SOC210,ST,Sociological Theory,SSH,"Sociology is a fundamental social science that builds an understanding of the dynamics of an increasingly complex world. As a discipline it fosters an understanding not merely of the social element of human life but of how economic, social and political arrangements intersect to create and transform institutions, groups and communities of which we are a part. To that end a fundamental course in Sociological Theory will build an understanding on some of the big questions we confront today- globalisation, the entrenchement of information technology in our lives , the rise of social inequalities and an increased concern for the environment. The course will do this by turning to classical sociological theories that offer us an ‘epic theory’ to understand the development of the modern world. The second half of the course will focus on contemporary issues and theories tracing their links to and away from the classical approaches. A study of theory of theory will allow students to critically analyse the development of values and institutions that have been the foundation of modern society both in India and across the world.",4,,,2,winter,Gayatri Nair,"[{""day"": ""Monday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}, {""day"": ""Wednesday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}]",,52:19.3,52:19.3,"sociological-theory, classical-sociology, marx-durkheim-weber, social-structures, critical-theory, social-change, modernity"
28922c66-94c4-4f8b-9e61-b51d91750bf1,CSE526,LCS,Lattices in Computer Science,CSE,"This course will focus on first building some basic backgroud on n-dimensional Euclidean lattices. This will be followed up by discussing some (believed to be) hard problems on lattices and their associated complexity results. This will be followed by looking at some applications of lattices in areas like combinatorial optimizations (the integer programming problem), number theory and cryptanalysis. Finally we will look at how the lattice-based hardness assumptions can be used to build cryptographic protocols that are secure against quantum adversaries. In particular we will end the course by looking at Regev’s polytime quantum reduction from (worst-case) approximate SIVP to (average-case) LWE.",4,"MTH100, MTH201, ECE501, CSE222",,,winter,TBA,[],,52:14.0,52:14.0,"lattice-theory, cryptography, complexity-theory, hardness-assumptions, learning-with-errors, algebraic-structures, computational-math"
292145c5-10e5-4206-a0da-7d7b42423b81,ESC205A,EVS,Environmental Sciences,OTHERS,"At the end of the course, the student will be able to :  Understand the importance of environment and resource management ; Analyse and incorporate the essence of environment implications in their day today decision making",4,,ESC207A,5,monsoon,D.K. Sharma,"[{""day"": ""Monday"", ""end_time"": ""15:00"", ""start_time"": ""13:30""}]",,52:21.9,52:21.9,"environmental-science, ecology, sustainability, biodiversity, pollution, climate-change, environmental-policy, resource-management"
2a5dc8ee-ef81-4228-991b-53550b3d81e6,ECE340,DCS,Digital Communication Systems,ECE,"This course will introduce students to the fundamental blocks that constitute a digital communication system. Starting with an introduction to source coding and characterization of communication signals and systems, the students will study the functionalities of the blocks such as Digital Modulator/ Digital Demodulator and Channel Encoder-Decoder. The performance of various digital modulation schemes along with the development of optimum receivers in the AWGN channel will be discussed. Further topics related to carrier synchronization and channel equalization shall be elaborated. Moreover, the course will also highlight the trade-off associated with bandwidth and power for linear block codes and digital modulation schemes.",4,ECE240,,,monsoon,TBA,[],ECE540,52:16.5,52:16.5,"digital-communications, modulation-techniques, channel-coding, signal-processing, error-correction, wireless-communication, baseband-systems"
2afa998b-dfb4-4012-8f69-1ccbb392f08b,MTH374,LO,Linear Optimization,MTH,"This course aims at introducing students to the application of optimization techniques to various areas of CSE and ECE. We will primarily focus on linear optimization (linear programming) and learn about the structural and algorithmic aspects of optimization problems. The theoretical assignments will aim at developing the necessary skills for analysing algorithms and formulation of LPs. Computational assignments will complement the theory by modeling real-world problems as linear programs and solve them using publicly available solvers. Towards the end of the course, we will briefly discuss convex programs and semi-definite programs (SDPs) with real-world applications and point to some of the existing solvers for this class of problems.",4,MTH100,,4,winter,Pravesh Biyani,"[{""day"": ""Monday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}, {""day"": ""Wednesday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}]",MTH574,52:16.5,52:16.5,"linear-optimization, linear-programming, simplex-method, duality-theory, transportation-problems, optimization-theory, mathematical-modeling"
2b1ca0f7-6328-4aee-857d-7c737dcd108e,CSE333,CG,Computer Graphics,CSE,"This course will provide basic concepts of computer graphics including necessary mathematics and algorithms. Primary focus of this course will be to understand the basics of 2D/3D rendering. The course will also cover various aspects of the rendering pipeline and realistic image synthesis using raytracing. The standard shader based OpenGL rendering API will be introduced, and used with lab exercises, assignments, and projects. The students will learn building complete graphics systems through projects.",4,CSE101,,5,monsoon,Ojaswa Sharma / Gautam Shroff,"[{""day"": ""Tuesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Thursday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",CSE533,52:14.0,52:14.0,"computer-graphics, 3d-rendering, rasterization, modeling, animation, shaders, openGL, graphics-pipeline"
2b95aa97-39bf-432a-a19c-717f5d049195,SOC309,ISI,"Image, Screen, Interface",SSH,"This is an advanced class and requires you to read complex texts on a regular basis. Our everyday lives involve dense interactions on various screens, transacting images over a range of interfaces. Today we find it in the technologically concretized form of the smartphone. But images have a dense material history. We begin our inquiry into images taking the dream as first site of investigation. We then move from the dream screen to look at painting. Photography is our next site of investigation as we examine practices of 'looking' at photographs. Next we study the cinema screen and our fascination with moving images. We develop a theory of 'the gaze' - a practice that looks as much outwards at the world, as it does inwards, inhabiting an imaginary or fantasy space - an internal screen. Having established a notion of imaginary inhabitation of internal screens, we move to a study of interfaces starting with machine gambling, and the relationship of 'addiction' to a machinic screen. We then study contemporary technologies such as algorithmic recommendation systems and big data analytics taking the edge of the interface as our point of entry. Finally, we examine ruptures to our inhabitation of the imagined space at the edge of screens and interfaces.",4,,,4,winter,Deepak Prince,"[{""day"": ""Tuesday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}, {""day"": ""Thursday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}]",,52:21.9,52:21.9,"visual-culture, media-theory, screen-studies, image-analysis, interface-design, digital-media, semiotics, aesthetics"
2bff171f-bfa9-45af-b2f0-81443fcb8d8b,ECO322,Econ-2,Econometrics II,SSH,This course will provide training in advanced applied econometrics through two (broad) modules: Panel Data Analysis ; Microeconometrics.,4,ECO221,,,monsoon,TBA,[],ECO522,52:19.3,52:19.3,"econometrics, instrumental-variables, panel-data, time-series, advanced-regression, statistical-inference, causal-analysis"
2c19673a-e53f-4f14-8e99-4dad4c26728c,MTH212,AA-I,Abstract Algebra I,MTH,"Algebraic structures are of fundamental importance in mathematics and play an increasingly significant role in many application areas, including computer science and communication. This course introduces the main algebraic structures: groups, rings and fields. Fundamental concepts and properties of these structures are studied, both in the abstract and in relation to concrete families of structures. Furthermore, algebra is an excellent vehicle for training students in mathematical rigour, proofs, and problem solving.",4,,MTH302,4,winter,Debika Banerjee,"[{""day"": ""Wednesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""},{""day"": ""Friday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:16.5,52:16.5,"abstract-algebra, group-theory, rings-and-fields, homomorphisms, subgroups, algebraic-structures, proofs, mathematical-logic"
2c66a3a6-b516-4d16-afaf-6a2967cc95c0,MTH310,GT,Graph Theory,MTH,"This course is aimed at giving students an introduction to the theory of graphs. The course will introduce concepts that are widely used such as matchings, colorings, etc and study relations between various graph parameters such as matching number, chromatic number, clique number, etc. The emphasis will be on common proof techniques, and applying them to prove properties of graphs in general and for specific families of graphs.",4,,,4,winter,Manuj Mukherjee,"[{""day"": ""Monday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",MTH520,52:16.5,52:16.5,"graph-theory, trees, connectivity, planarity, graph-coloring, network-flows, applications-of-graphs, mathematical-structures"
2c71fed0-3809-4b6c-9621-98925e8ea0b6,SSH201,RMSSD,Research Methods in Social Science and Design,SSH,"The Social Sciences Research Methods course will focus on providing an introduction and a broad overview of how Social Researchers namely Economists, Anthropologists, Psychologists and Sociologists ask and answer questions through rigorous research methodologies. The course will not only provide an overview of identifying social problems and formulating research questions but will also introduce learners to framing their research design, collecting social data, techniques of data analyses and interpretation of results through a systematic research paradigm. In order to accomplish this, the course is designed to offer learners an assortment of quantitative and qualitative methods. The course will concurrently use quantitative, qualitative and other specialised software to analyse real social data that is either publicly available or has been collected by our faculty members. This class would use a combination of in-class lectures and lab sessions to help students complement their theoretical knowledge with hands on experience with dealing with datasets, data analysis software, and data analytical techniques.",4,SSH101,,3,monsoon,"Gayatri Nair, Venkata Ratandeep Suri","[{""day"": ""Tuesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:21.9,52:21.9,"research-methods, qualitative-analysis, quantitative-analysis, ethnography, surveys, case-studies, interdisciplinary-research"
